(答案),﻿題號,問題,(1) 選項1,(2) 選項2,(3) 選項3,(4) 選項4
(4),155,業餘電臺設置者對於鄰近居民之健康，應注意什麼？,(1) 不用理會。,(2) 盡量吵鬧。,(3) 增加功率。,(4) 符合電磁波輻射安全相關標準。
(2),156,二等業餘無線電人員之測試科目中，「電磁相容性技術」佔多少題？,(1) 10 題。,(2) 2 題。,(3) 5 題。,(4) 8 題。
(1),157,業餘無線電人員通訊紀錄若使用電子檔紀錄，是否符合規定？,(1) 符合，但應隨時可列印或供查閱。,(2) 不符合。,(3) 必須手寫。,(4) 必須刻在石頭上。
(3),158,業餘中繼電臺之設置，應由何種單位申請？,(1) 個人。,(2) 公司。,(3) 業餘無線電團體。,(4) 學校。
(4),159,業餘電臺發射之信號若產生嚴重干擾，主管機關得採取什麼行動？,(1) 責令停止使用。,(2) 限制發射時間。,(3) 廢止執照。,(4) 以上皆是。
(2),160,業餘無線電人員是否可以協助政府進行災害防救通訊？,(1) 不可以。,(2) 可以，且應優先處理緊急通信。,(3) 必須收費才做。,(4) 只有軍人才可以。
(1),161,「業餘無線電管理辦法」的法源依據為何？,(1) 電信管理法。,(2) 刑法。,(3) 民法。,(4) 道路交通管理處罰條例。
(3),162,二等業餘人員是否可以操作 10GHz 以上的頻段？,(1) 不可以。,(2) 僅限三等人員。,(3) 可以，依規定之業餘頻段。,(4) 必須一等才行。
(2),163,業餘電臺之發射頻率，若使用 F3E 模式，是指？,(1) 摩爾斯碼。,(2) 調頻 (FM) 語音。,(3) 調幅 (AM) 語音。,(4) 數位數據。
(4),164,業餘無線電人員更換新的無線電機設備，應如何辦理？,(1) 直接換掉。,(2) 偷偷換。,(3) 報廢舊機。,(4) 申請變更登記並經審驗合格。
(1),165,業餘無線電通訊中，若要轉送氣象預報資訊，應遵守什麼？,(1) 應註明資訊來源且不得用於營利。,(2) 隨便轉送。,(3) 必須自己測量。,(4) 只有氣象局人員可以。
(3),166,業餘電臺之識別呼號指配後，多久可以使用？,(1) 一年後。,(2) 測試完立即使用。,(3) 取得電臺執照後始得使用。,(4) 買了機器就用。
(2),167,業餘人員參加較高等級測試不及格時，其原領執照是否受影響？,(1) 廢止。,(2) 不受影響，繼續有效。,(3) 降級。,(4) 罰款。
(4),168,業餘無線電管理辦法規定的「團體」，是指？,(1) 互助會。,(2) 幫派。,(3) 公司。,(4) 依法設立之業餘無線電推廣相關人民團體。
(1),169,業餘電臺之機件故障，導致頻率偏移，應？,(1) 立即修復或停止使用。,(2) 繼續撐著用。,(3) 提高發射功率。,(4) 換一條天線。
(3),170,業餘無線電人員在通訊時，應保持什麼態度？,(1) 高傲。,(2) 無禮。,(3) 謙讓及禮貌。,(4) 沈默。
(2),171,業餘電臺是否可以與外國業餘電臺通訊？,(1) 禁止。,(2) 除非該國政府明文禁止。,(3) 只有過年可以。,(4) 必須先申請出國。
(1),172,二等業餘人員測試及格後，應於幾日內申請領照？,(1) 依測試單位規定或一年內。,(2) 十年。,(3) 五天。,(4) 當天。
(4),173,業餘電臺之天線結構，若位於機場週邊，應符合什麼？,(1) 越多燈越好。,(2) 顏色鮮艷。,(3) 越高越好。,(4) 民用航空法關於建築物及障礙物之高度限制。
(2),174,業餘電臺發射之「單側波帶 (SSB)」屬於哪種調變？,(1) 調頻。,(2) 調幅的變體。,(3) 數位。,(4) 脈衝。
(3),175,業餘無線電人員執照持有人之姓名變更時，應？,(1) 重新考試。,(2) 沒關係。,(3) 辦理執照更名換發。,(4) 改回原名。
(1),176,二等業餘人員在 3.5MHz 頻段之發射功率限制為何？,(1) 依其電臺執照載明。,(2) 1 瓦。,(3) 10 瓦。,(4) 25 瓦。
(4),177,業餘無線電愛好者被稱為「Ham」的原因之一是？,(1) 喜歡吃火腿。,(2) 跑得慢。,(3) 很大聲。,(4) 早期的歷史淵源與傳統稱呼。
(2),178,業餘電臺通訊紀錄中的「時間」建議使用？,(1) 鬧鐘時間。,(2) 24 小時制。,(3) 12 小時制。,(4) 沙漏。
(3),179,業餘無線電管理辦法規定，業餘電臺之輸出功率不得超過多少瓦？,(1) 100 瓦。,(2) 500 瓦。,(3) 1000 瓦。,(4) 5000 瓦。
(1),180,業餘人員是否可以自行製作無線電發射機？,(1) 可以，但需符合技術規範並申請審驗合格始得使用。,(2) 絕對不可以。,(3) 隨便做隨便用。,(4) 只有工廠可以。
(4),181,業餘電臺識別呼號之分配，一個電臺可以有幾個呼號？,(1) 三個。,(2) 十個。,(3) 無數個。,(4) 一個。
(2),182,業餘無線電測試中，「無線電相關安全防護」佔多少題？,(1) 5 題。,(2) 2 題。,(3) 10 題。,(4) 1 題。
(3),183,業餘電臺之作業場所應具備什麼安全設施？,(1) 電視機。,(2) 沙發。,(3) 適當之接地及滅火設備。,(4) 音響。
(1),184,業餘人員若違反管理辦法，情節輕微者，主管機關會先？,(1) 警告並令限期改善。,(2) 直接關進監牢。,(3) 沒收財產。,(4) 吊銷執照。
(4),185,二等業餘人員是否可以操作 18MHz 頻段？,(1) 不可以。,(2) 僅限一等。,(3) 僅限三等。,(4) 可以。
(2),186,業餘無線電通訊中，報呼號的頻率為何？,(1) 每一秒報一次。,(2) 通信開始及結束時，以及每隔十分鐘（或通訊中約三十鐘）。,(3) 只要報一次。,(4) 從不報。
(3),187,業餘電臺是否可以作為商業備用通信？,(1) 可以。,(2) 只要付錢就可以。,(3) 不可以。,(4) 只有週一可以。
(1),188,二等業餘無線電人員之測試學科題庫，共約多少題？,(1) 600 多題。,(2) 100 題。,(3) 1000 題。,(4) 50 題。
(4),189,業餘電臺發射之波束若掃描天空，應避免干擾什麼？,(1) 雲朵。,(2) 太陽。,(3) 月亮。,(4) 航空雷達及其他合法通信。
(2),190,業餘無線電人員執照過期，但在換照期間內，是否可以操作？,(1) 不可以。,(2) 可以，已提出申請換發者視同有效。,(3) 只能接收。,(4) 只能低功率。
(1),191,「業餘電臺執照」應置於何處？,(1) 設置地點之明顯處或隨身攜帶（行動式）。,(2) 保險箱。,(3) 公司。,(4) 銀行。
(3),192,業餘電臺呼號中的數字「1」代表？,(1) 台北市。,(2) 台中市。,(3) 桃園市、新竹縣、新竹市。,(4) 高雄市。
(4),193,二等業餘人員可使用的發射功率，最大可達多少瓦（依執照核定）？,(1) 25 瓦。,(2) 50 瓦。,(3) 100 瓦。,(4) 高功率電臺可達 1000 瓦。
(2),194,業餘無線電人員測試及格證明書，若遺失如何申請？,(1) 報警。,(2) 檢具申請書向原測試單位申請補發。,(3) 重新測試。,(4) 不用補發。
(1),195,業餘電臺之天線增益，若使用 dBi 為單位，是指相對於？,(1) 各向同性天線。,(2) 半波偶極天線。,(3) 避雷針。,(4) 地面。
(3),196,業餘無線電人員是否可以協助轉發新聞？,(1) 可以。,(2) 只要好玩就可以。,(3) 禁止。,(4) 只有一等人員可以。
(4),197,二等業餘人員之測試科目中，「射頻干擾的預防與排除」佔多少題？,(1) 5 題。,(2) 10 題。,(3) 15 題。,(4) 1 題。
(2),198,業餘電臺之識別呼號，若第二字元為數字，通常代表？,(1) 電臺等級。,(2) 所在地。,(3) 機器數量。,(4) 使用頻率。
(1),199,業餘電臺是否可以播放音樂或影片？,(1) 嚴禁播放。,(2) 只要不吵到人。,(3) 只有週日。,(4) 只有自己聽。
(3),200,業餘無線電人員之操作權限，若為二等，可操作之最高頻率？,(1) 只有 430MHz。,(2) 只有 144MHz。,(3) 依規定之所有業餘頻段。,(4) 只有 1.8MHz。
(2),201,業餘電臺之發射機若非型式認證，應如何申請執照？,(1) 不能申請。,(2) 檢附技術規格資料經審驗合格。,(3) 直接使用。,(4) 偷偷用。
(4),202,業餘電臺通訊時，應避免使用什麼語句？,(1) 你好。,(2) 謝謝。,(3) 請。,(4) 粗俗、不雅或具人身攻擊之語句。
(1),203,業餘無線電管理辦法所稱「行動式業餘電臺」，不包括？,(1) 設置於固定建築物內之電臺。,(2) 手持式電臺。,(3) 車載式電臺。,(4) 船載式業餘電臺。
(3),204,業餘電臺執照之更換规費是多少？,(1) 免費。,(2) 100 元。,(3) 依主管機關公告之標準。,(4) 1000 元。
(2),205,二等業餘人員在 50MHz 頻段最大輸出功率？,(1) 5 瓦。,(2) 依執照（最高可達 100 瓦以上，視等級而定）。,(3) 1 瓦。,(4) 10 瓦。
(4),206,業餘電臺呼號前綴「BX」代表？,(1) 特殊電臺。,(2) 團體電臺。,(3) 外籍人員電臺。,(4) 二等業餘人員。
(1),207,業餘人員測試及格證明，逾期一年未領執照？,(1) 該及格證明失效。,(2) 繼續有效。,(3) 自動領執照。,(4) 寄給 NCC。
(3),208,業餘中繼電臺之呼號特徵為何？,(1) 只有數字。,(2) 隨意取。,(3) 第三字元通常為特定數字如「0」。,(4) 沒有呼號。
(2),209,業餘電臺發射之信號強度，在居民經常出入處應符合？,(1) 越高越好。,(2) 電磁波輻射安全標準限制值。,(3) 沒規定。,(4) 100 瓦。
(4),210,二等業餘無線電人員在測試中，「摩爾斯碼」的規定為何？,(1) 必須測試每分鐘 50 字。,(2) 必須測試每分鐘 20 字。,(3) 目前二等測試已取消摩爾斯碼術科測試。,(4) 依現行法規已不強制術科測試，但學科包含原理。
(1),211,業餘人員通訊紀錄若有錯誤，應？,(1) 劃線修正並簽署，或重新輸入。,(2) 用立可帶塗掉。,(3) 撕毀那一頁。,(4) 裝作沒錯。
(2),212,業餘電臺之天線結構應距高壓電源線多少距離？,(1) 1 公尺。,(2) 安全距離，防止天線倒塌時觸及高壓線。,(3) 沒限制。,(4) 100 公尺。
(3),213,業餘無線電人員執照之換領，應向哪個單位提出申請？,(1) 鄉鎮公所。,(2) 交通部。,(3) 國家通訊傳播委員會 (NCC) 各區監理處。,(4) 警察局。
(4),214,下列何者為業餘無線電作業之終極目標？,(1) 賺大錢。,(2) 認識女朋友。,(3) 打發時間。,(4) 增進無線電技術研究、國際友誼及應急通訊支援。
